ANNOSCOLASTICO,CODICESCUOLA,CLASSI,BAMBINIMASCHI,BAMBINIFEMMINE
202324,BIAA806019,3,33,34
202324,CTAA80803V,3,27,19
202324,ORAA803077,1,15,9
202324,CSAA88404A,2,17,16
202324,ATAA80901V,2,16,22
202324,BRAA03104E,3,35,17
202324,TOAA8A102Q,4,35,42
202324,VRAA848019,2,16,19
202324,VRAA86801E,5,57,43
202324,AQAA831031,1,8,6
202324,RMAA8EF02T,1,8,10
202324,LIAA81501C,2,23,21
202324,MOAA816013,6,46,42
202324,AVAA885013,3,33,25
202324,CTAA887052,3,27,28
202324,MNAA80801B,4,42,51
202324,FRAA855049,4,49,51
202324,ANAA80301D,3,29,42
202324,BNAA81009T,3,21,13
202324,CNAA83703C,2,17,14
202324,PGAA84005A,2,17,26
202324,CSAA85202R,2,22,21
202324,IMAA80206V,1,10,6
202324,CTAA8A101L,6,53,66
202324,CRAA815019,2,25,19
202324,SSAA85106X,1,13,12
202324,SAAA82901X,2,15,7
202324,MOAA80502N,3,35,24
202324,BAAA17202D,6,62,63
202324,APAA825022,2,20,16
202324,BNAA855013,2,18,14
202324,NUAA87901P,3,29,21
202324,BSAA851013,3,43,34
202324,FRAA82305V,3,32,28
202324,RNAA81503E,2,21,19
202324,PGAA867049,1,7,14
202324,BRAA80803B,3,39,24
202324,FIAA876042,2,14,21
202324,CZAA82303N,2,20,24
202324,MBAA86101L,8,87,80
202324,AVAA88204P,1,8,7
202324,TOAA8CH03R,3,31,30
202324,PAAA077062,3,33,31
202324,TPAA82505P,3,30,22
202324,SPAA80801Q,5,45,44
202324,KRAA82903G,8,71,74
202324,LTAA833055,2,22,31
202324,TSAA819032,1,5,5
202324,TOAA8AS05P,2,16,21
202324,RAAA81202Q,2,21,22
202324,PVAA82609E,1,8,10
202324,RCAA86501C,5,49,49
202324,FGAA821034,4,36,35
202324,RMAA8D801T,1,10,8
202324,CNAA85802C,5,63,48
202324,CHAA81306X,3,31,45
202324,CEAA84302V,8,53,64
202324,NAAA23104B,6,62,55
202324,NAAA8DE05G,3,25,24
202324,SOAA81101N,1,11,14
202324,CBAA85304Q,1,5,2
202324,BSAA848028,3,36,30
202324,TEAA81607G,1,11,7
202324,MIAA8AV02X,4,40,37
202324,LIAA82302C,2,17,27
202324,AQAA83409P,1,7,9
202324,LEAA859042,6,71,58
202324,GOAA805027,3,34,34
202324,MBAA83102T,5,59,57
202324,RGAA02606X,2,14,20
202324,PAAA81405R,3,29,27
202324,ISAA83202Q,2,18,18
202324,VAAA84401X,3,32,31
202324,NAAA8ER019,3,30,19
202324,LCAA813029,2,18,21
202324,AQAA84601L,2,18,16
202324,CSAA84901X,2,13,16
202324,PTAA82205C,1,12,7
202324,PCAA81103C,1,20,12
202324,SSAA85603X,3,24,21
202324,CRAA812041,3,33,29
202324,LTAA80003Q,2,21,20
202324,CTAA85301P,10,83,85
202324,NAAA8AW03D,4,34,33
202324,LEAA83502B,2,18,28
202324,BNAA86001E,8,96,102
202324,SAAA01404A,2,18,16
202324,RMAA22002T,5,48,51
202324,BSAA844021,4,44,36
202324,FRAA81703D,1,13,8
202324,RNAA811026,3,32,23
202324,FIAA81904T,2,18,17
202324,PAAA8A0019,5,51,44
202324,MCAA80203D,2,14,8
202324,TPAA81804E,4,46,33
202324,MOAA84802G,3,36,18
202324,BOAA811023,3,36,27
202324,RMAA8BY01D,4,42,26
202324,ISAA82901V,3,26,30
202324,VAAA87401Q,1,9,3
202324,NAAA8EH02E,4,35,33
202324,RMAA8F7039,3,44,33
202324,PEAA822023,1,10,10
202324,CZAA86205A,3,27,28
202324,FIAA829019,4,45,43
202324,CTAA8AU069,1,13,10
202324,PVAA83102P,6,72,51
202324,TRAA81402A,3,24,37
202324,VIAA82302N,3,34,39
202324,NAAA8AP039,4,26,41
202324,SAAA8AV012,2,19,23
202324,SAAA807035,4,51,40
202324,CBAA849011,5,48,42
202324,SRAA852013,6,77,49
202324,SAAA8B8014,5,45,48
202324,MEAA06002P,3,24,29
202324,RNAA80601N,3,38,37
202324,TOAA8BX029,4,32,45
202324,LEAA851029,2,24,18
202324,MCAA811016,5,64,38
202324,BAAA87602V,6,79,67
202324,FRAA85402B,2,14,17
202324,NAAA17203Q,3,23,22
202324,MEAA839028,3,37,28
202324,NAAA8EB01E,9,99,103
202324,BLAA830014,1,7,13
202324,RMAA8F1029,6,67,49
202324,CNAA83604N,1,8,10
202324,PIAA824022,2,35,23
202324,CLAA822034,2,23,20
202324,AQAA815055,2,15,18
202324,CTAA8AS03E,1,8,14
202324,PSAA83402C,1,16,6
202324,RMAA870024,3,38,27
202324,CAAA882023,2,16,20
202324,SAAA8AS01E,2,16,21
202324,SAAA86902B,1,7,8
202324,BOAA86802V,1,6,3
202324,IMAA813036,1,15,14
202324,CNAA84803V,2,19,22
202324,PNAA82802T,2,17,19
202324,CEAA8A8026,2,12,14
202324,BNAA854039,1,20,38
202324,VAAA807011,3,37,31
202324,ROAA815015,3,35,32
202324,RNAA81401L,2,24,21
202324,CSAA82401G,2,21,12
202324,LOAA81703B,4,36,42
202324,LEAA84601R,3,34,36
202324,TOAA865046,1,16,9
202324,BOAA17204E,4,48,45
202324,SSAA825049,1,17,5
202324,TEAA84403G,5,63,44
202324,RMAA87101V,5,47,44
202324,PAAA82302C,2,15,11
202324,FEAA815036,4,25,37
202324,MEAA830051,1,11,12
202324,TOAA87602E,3,35,20
202324,CSAA87604B,3,32,27
202324,CZAA85903C,1,6,6
202324,PCAA00701Q,2,21,19
202324,TVAA86901P,3,32,30
202324,CTAA8AM07A,7,58,40
202324,SAAA8AQ02E,1,8,3
202324,REAA84901Q,4,40,39
202324,CAAA82103L,3,26,19
202324,SAAA86203N,1,7,11
202324,CNAA846015,5,70,46
202324,MIAA8E901Q,10,108,78
202324,CEAA892035,2,12,10
202324,ROAA81102V,3,26,23
202324,VTAA81601C,1,14,8
202324,VIAA88604V,2,22,23
202324,GRAA81104Q,3,11,14
202324,LOAA81402V,5,68,51
202324,AVAA83706V,2,13,7
202324,SAAA8AC02B,3,25,36
202324,REAA85201G,3,21,41
202324,BAAA18601A,5,50,58
202324,NAAA18501Q,3,43,29
202324,MEAA86705G,4,41,31
202324,ARAA82202Q,2,19,18
202324,CZAA85301B,3,26,29
202324,PVAA81002N,3,32,30
202324,TRAA00901V,1,8,6
202324,FRAA83905C,2,24,25
202324,NAAA8C603P,4,39,32
202324,LEAA81903E,3,39,36
202324,MNAA83004Q,2,25,29
202324,CAAA81701V,1,11,4
202324,SAAA87704C,3,27,25
202324,MIAA8EP036,4,40,37
202324,UDAA842035,3,27,25
202324,CNAA818033,2,25,19
202324,NAAA8FV04Q,4,37,36
202324,VTAA82302L,2,32,16
202324,ARAA83501R,4,47,47
202324,TAAA808021,4,33,41
202324,MCAA80202C,3,29,25
202324,BAAA867013,12,119,125
202324,SSAA813065,1,5,1
202324,RMAA8B6011,8,71,77
202324,AGAA83401X,4,37,38
202324,MEAA876027,3,36,30
202324,BLAA821019,3,31,30
202324,TOAA8BT033,1,10,16
202324,PGAA81302V,1,7,6
202324,RMAA8GZ01D,5,53,47
202324,PEAA052031,6,61,83
202324,CSAA88306L,3,31,20
202324,NAAA8GN017,5,33,32
202324,PCAA00201L,5,60,50
202324,TVAA875023,4,49,39
202324,FIAA85602P,9,43,61
202324,PSAA82602D,1,11,11
202324,CAAA8AB03T,1,11,9
202324,RMAA8EF01R,2,19,21
202324,MNAA82901C,2,19,23
202324,NAAA8D7035,3,29,18
202324,CEAA89508T,1,5,1
202324,VEAA811013,2,22,15
202324,MTAA82402R,3,27,21
202324,VTAA80804L,1,20,5
202324,SRAA829012,4,42,38
202324,PTAA81102V,1,4,6
202324,AVAA84603E,1,10,13
202324,TPAA807055,1,11,12
202324,RCAA85203C,1,16,10
202324,RMAA8B103X,3,30,16
202324,LUAA84502Q,2,15,29
202324,TEAA83702B,3,34,29
202324,RMAA8A602B,6,70,59
202324,NUAA86005T,2,13,13
202324,ANAA819057,3,41,38
202324,CNAA82601X,1,11,13
202324,CEAA82902L,3,34,24
202324,VVAA82208N,1,10,8
202324,PZAA878011,2,17,17
202324,PVAA813036,3,27,36
202324,GEAA83401N,1,11,7
202324,PSAA823022,6,68,66
202324,MIAA86702Q,9,78,62
202324,LEAA81202P,2,20,12
202324,MNAA825026,6,68,66
202324,COAA80301X,1,14,10
202324,VEAA80503T,4,45,34
202324,BSAA81703N,1,5,4
202324,TAAA852034,4,36,30
202324,VTAA819021,1,14,11
202324,MIAA88902L,3,33,33
202324,TOAA85401L,2,21,22
202324,ANAA847017,3,24,35
202324,GEAA853024,3,29,31
202324,TAAA08304T,4,42,36
202324,RGAA815028,4,46,24
202324,SSAA825027,2,20,19
202324,FGAA821023,4,30,34
202324,SRAA810033,2,19,16
202324,LUAA843024,2,16,15
202324,BAAA816016,5,46,35
202324,COAA823015,6,52,53
202324,CEAA8AS027,8,67,60
202324,NAAA11904X,8,68,73
202324,RMAA8A3031,3,31,19
202324,SOAA80905T,2,16,20
202324,CLAA021039,7,64,70
202324,KRAA818013,1,11,10
202324,TOAA8BM03V,2,24,20
202324,SIAA81503T,1,5,8
202324,TVAA86801V,5,59,45
202324,PDAA82502X,4,34,48
202324,MIAA81301A,4,55,42
202324,MBAA83101R,2,21,17
202324,BOAA84701R,3,38,23
202324,VIAA839027,5,56,50
202324,BNAA83802A,1,12,9
202324,VCAA815037,3,27,38
202324,BIAA80902T,3,31,31
202324,VTAA81401R,2,25,10
202324,BSAA81101L,2,26,24
202324,PIAA823059,2,26,12
202324,NAAA8GM02C,3,32,20
202324,TOAA8AA04T,2,23,17
202324,CRAA81203X,3,21,27
202324,UDAA822041,2,24,27
202324,SVAA81902N,2,23,20
202324,PAAA8AJ048,1,7,8
202324,TPAA05802X,5,34,43
202324,CTAA894022,2,21,17
202324,RMAA8CE01Q,4,39,35
202324,NAAA8CG04G,3,33,20
202324,NAAA11001A,5,60,41
202324,SOAA80505E,3,25,27
202324,CLAA001056,3,28,31
202324,FIAA87301B,3,46,29
202324,PVAA80902D,2,27,20
202324,MIAA8C7031,8,53,42
202324,GEAA84201L,4,64,36
202324,LEAA89702P,3,35,32
202324,PZAA827025,2,17,18
202324,MIAA85301R,8,77,76
202324,PAAA03107N,3,28,20
202324,LEAA004061,6,66,67
202324,VIAA85802L,7,77,75
202324,APAA829029,2,16,22
202324,MTAA810052,7,69,63
202324,ENAA815017,2,20,13
202324,ALAA81802N,2,22,19
202324,SSAA80002V,1,5,6
202324,PIAA81201P,3,32,28
202324,MIAA880037,3,27,32
202324,MEAA8AC046,1,9,11
202324,RMAA8D0028,3,24,26
202324,NAAA8CZ014,5,35,36
202324,NAAA039015,10,89,96
202324,RIAA81103P,1,3,3
202324,SOAA80404N,2,16,17
202324,BNAA813011,2,23,16
202324,CHAA84302G,4,48,47
202324,LTAA840025,3,33,40
202324,MIAA8C101X,3,34,27
202324,PAAA86501D,3,32,29
202324,FIAA85501T,6,78,61
202324,LEAA88906X,1,12,5
202324,LCAA830012,5,57,55
202324,BOAA83402Q,2,13,19
202324,BAAA174036,4,35,38
202324,BNAA82901E,7,71,70
202324,MSAA82304X,2,19,6
202324,ENAA82104N,1,10,16
202324,TAAA872028,5,35,36
202324,PZAA871049,1,11,9
202324,LIAA82803L,2,28,20
202324,TOAA84501T,6,52,64
202324,ANAA839018,5,44,55
202324,CZAA82405G,2,14,16
202324,PAAA8AA026,1,11,7
202324,TPAA00402G,5,61,49
202324,PAAA81901Q,3,26,30
202324,SAAA8A0075,1,16,6
202324,NAAA8CQ04B,8,94,90
202324,NUAA821013,3,25,25
202324,CHAA84102X,2,25,25
202324,LCAA80503B,1,11,10
202324,SIAA80804Q,1,14,2
202324,TOAA8AU027,3,19,30
202324,RAAA81403C,4,53,45
202324,PAAA861016,7,49,48
202324,LEAA8AB03Q,2,18,27
202324,BOAA832035,2,30,22
202324,CSAA590021,1,11,12
202324,BIAA80002B,2,16,14
202324,VAAA85901N,5,55,51
202324,ALAA815037,3,31,32
202324,PSAA837031,2,22,21
202324,CZAA85901A,3,30,28
202324,FIAA824016,2,23,12
202324,VRAA878026,3,27,19
202324,AQAA83506B,1,8,10
202324,CTAA881031,5,41,39
202324,NAAA855023,9,87,81
202324,SAAA8AQ01D,1,5,8
202324,VAAA86002V,4,55,36
202324,CHAA838024,3,36,45
202324,CSAA870019,2,15,16
202324,NAAA8GW013,10,114,79
202324,CSAA85702X,1,7,5
202324,IMAA801041,1,8,13
202324,SVAA80104E,1,4,4
202324,BGAA86901Q,1,6,2
202324,RMAA8DU03L,5,48,33
202324,BAAA87203L,5,51,40
202324,BOAA82801B,2,94,88
202324,SAAA836013,1,4,6
202324,BAAA18405V,3,43,21
202324,RCAA84304P,1,7,2
202324,BNAA862016,4,43,42
202324,BGAA8AE02C,5,48,66
202324,TOAA89603R,3,34,30
202324,ATAA00502N,1,16,7
202324,PZAA858061,1,4,5
202324,TOAA83803R,2,14,21
202324,SVAA811056,2,22,18
202324,CZAA83002Q,1,9,9
202324,PAAA8A301R,3,29,27
202324,TPAA83302E,2,23,18
202324,MSAA80901E,2,22,13
202324,BAAA16202V,9,90,87
202324,FRAA85802P,3,26,32
202324,NAAA8CG03E,3,29,12
202324,MIAA8EP025,5,47,45
202324,MEAA85701R,2,18,16
202324,CTAA036034,4,43,34
202324,TOAA8B8025,6,66,70
202324,PVAA834048,5,49,51
202324,BGAA829019,3,33,37
202324,AVAA87002A,3,22,32
202324,RMAA8DP012,9,86,89
202324,BSAA8AA01L,7,83,68
202324,SAAA80904T,1,8,6
202324,BOAA874026,5,51,55
202324,TEAA841012,1,11,6
202324,CEAA86603L,2,10,10
202324,VCAA80601A,2,17,20
202324,POAA80603P,3,38,21
202324,NAAA8DM01G,7,70,64
202324,MTAA835027,4,33,46
202324,SAAA8BE01L,4,42,46
202324,PGAA86401P,2,20,16
202324,MEAA82504C,1,5,9
202324,PZAA857043,2,26,19
202324,CSAA83204N,1,8,4
202324,ATAA810013,2,25,23
202324,BRAA80103L,3,22,23
202324,LEAA87002P,3,45,33
202324,GOAA81104L,4,27,40
202324,NAAA833037,2,15,15
202324,FRAA856012,10,123,108
202324,LUAA82902T,6,61,75
202324,MEAA842024,2,23,20
202324,ANAA804019,3,35,22
202324,CNAA838027,5,74,47
202324,PIAA83402L,3,30,27
202324,LTAA82705T,2,15,21
202324,SIAA821024,3,30,23
202324,FIAA86401L,6,59,63
202324,PZAA892028,3,36,26
202324,CAAA888011,2,23,16
202324,RMAA8DJ035,2,16,19
202324,BAAA86201X,2,24,24
202324,VVAA83301R,3,30,38
202324,TRAA00103A,1,12,9
202324,REAA840019,2,20,18
202324,FGAA86401X,3,27,27
202324,PGAA05804G,1,14,5
202324,BAAA174025,5,46,39
202324,TEAA83701A,2,15,16
202324,CNAA84905R,1,15,7
202324,AGAA812013,2,26,24
202324,RCAA83705C,4,31,32
202324,TAAA87101B,10,93,99
202324,BSAA84001L,7,68,71
202324,PDAA86801R,2,18,15
202324,PAAA02902C,8,59,52
202324,CNAA803017,2,25,15
202324,GRAA81705Q,1,6,5
202324,MIAA8A702P,3,26,24
202324,TOAA86704T,2,17,17
202324,PAAA8A904V,2,16,15
202324,GEAA867022,4,46,47
202324,BGAA81302R,1,9,11
202324,VEAA86402L,3,32,48
202324,SPAA81001Q,2,20,24
202324,MNAA825015,2,24,16
202324,LUAA827048,1,4,7
202324,MIAA8EJ015,6,64,50
202324,CSAA8AS06E,2,10,11
202324,VBAA814071,2,17,11
202324,FGAA06003Q,4,35,48
202324,LTAA82601T,3,29,32
202324,ARAA83001N,4,47,40
202324,TOAA880037,1,11,9
202324,TSAA820036,1,10,10
202324,RAAA81401A,2,27,21
202324,PCAA00805Q,4,47,55
202324,AVAA86203C,5,53,42
202324,RMAA8DG034,2,28,16
202324,RCAA82912T,2,11,22
202324,NAAA8FP05C,2,17,17
202324,MEAA81606Q,1,6,6
202324,GRAA815054,1,14,5
202324,GOAA806034,2,16,16
202324,MBAA8F4014,9,100,88
202324,MOAA83801X,5,45,50
202324,MNAA82402A,2,21,21
202324,LUAA82603B,1,7,3
202324,RMAA8BD019,6,72,42
202324,NAAA18703D,1,10,3
202324,MIAA8E801X,2,27,22
202324,MEAA847027,1,4,6
202324,PRAA81004E,3,36,19
202324,MEAA88102P,4,44,45
202324,VCAA802079,1,12,8
202324,BSAA81001R,8,78,80
202324,FOAA81704B,4,49,44
202324,PIAA82803A,3,38,22
202324,CLAA828011,4,41,24
202324,AVAA83704R,3,28,30
202324,AVAA86103L,2,23,14
202324,TRAA80403R,2,25,24
202324,VIAA813034,4,45,50
202324,FGAA854019,3,21,29
202324,PGAA05103Q,3,36,19
202324,AGAA034033,3,32,34
202324,VAAA82401P,1,8,13
202324,SRAA84003V,6,53,53
202324,SPAA806014,2,20,18
202324,PDAA84801G,3,30,33
202324,ALAA037057,3,36,23
202324,FRAA83803E,2,22,25
202324,MEAA81601E,1,7,7
202324,BSAA89101D,1,13,13
202324,CLAA828033,4,28,42
202324,SIAA80402A,2,15,18
202324,PTAA816011,2,16,11
202324,BRAA82705V,3,27,23
202324,TOAA8AT02B,4,42,30
202324,MIAA852011,4,58,34
202324,TSAA80703Q,1,12,7
202324,MCAA805031,3,27,28
202324,RGAA825041,3,37,26
202324,RMAA8BZ019,2,16,23
202324,PRAA075017,4,47,49
202324,VBAA820012,2,17,20
202324,CSAA8AN02T,7,78,80
202324,PAAA83601D,12,126,106
202324,BLAA82401R,2,14,19
202324,BSAA806037,1,6,4
202324,TAAA84601P,6,58,48
202324,PEAA82301T,2,19,16
202324,CSAA885013,2,21,14
202324,LTAA85102G,7,71,81
202324,PAAA839033,10,77,89
202324,APAA84101V,2,25,20
202324,PSAA831065,2,21,15
202324,CAAA875031,3,27,22
202324,CBAA82509R,1,12,9
202324,RMAA8EJ01N,7,59,64
202324,FGAA847049,4,20,18
202324,SAAA8AX01N,3,36,26
202324,PNAA81501P,9,124,103
202324,CEAA89901T,7,63,66
202324,KRAA812014,5,56,54
202324,SIAA81107P,1,3,4
202324,CSAA818029,2,11,12
202324,PTAA82208G,3,41,34
202324,LOAA813012,3,39,28
202324,RMAA82801L,5,48,39
202324,RGAA824045,3,28,34
202324,LCAA827038,3,35,24
202324,NAAA8B0024,8,67,51
202324,SRAA80501D,3,28,24
202324,LUAA84603L,3,39,30
202324,BNAA827031,3,18,16
202324,TOAA82901X,1,11,12
202324,PRAA81605E,1,8,8
202324,RMAA8AC01V,5,52,51
202324,BRAA83502P,4,33,38
202324,FOAA813033,1,7,2
202324,FEAA82101B,3,38,33
202324,ALAA83302Q,1,4,15
202324,LUAA814013,1,13,9
202324,TPAA003093,4,30,36
202324,MOAA81506C,1,14,7
202324,AVAA884017,1,7,14
202324,CTAA887041,2,15,13
202324,FGAA843042,4,42,37
202324,CAAA09801L,5,47,46
202324,PGAA04004A,1,4,8
202324,CNAA84904Q,1,7,7
202324,VAAA814025,3,38,33
202324,SPAA801022,2,16,17
202324,PIAA82604Q,3,31,42
202324,CHAA825099,1,3,7
202324,PDAA866015,4,43,37
202324,CEAA81503Q,2,15,18
202324,SIAA80803P,1,13,17
202324,LUAA814046,1,6,6
202324,VRAA872038,3,34,33
202324,FGAA88201D,8,68,66
202324,RMAA85102P,3,21,22
202324,RGAA81801P,4,38,22
202324,SAAA8A602V,3,27,24
202324,LCAA823053,2,23,24
202324,BAAA8AB01V,4,41,44
202324,TOAA82502N,2,20,17
202324,PAAA825024,4,29,33
202324,CTAA81906C,2,14,12
202324,FOAA80702P,2,22,22
202324,RMAA8G901D,14,85,101
202324,TOAA8BZ01X,6,66,62
202324,ARAA818024,3,34,41
202324,TOAA880026,1,10,7
202324,MIAA8CG02X,4,40,35
202324,PAAA039078,5,50,21
202324,MBAA8CL01R,5,68,55
202324,CBAA80903L,2,15,14
202324,BAAA845027,3,24,25
202324,BAAA06404Q,7,88,57
202324,PGAA039035,2,32,19
202324,CAAA824012,3,33,24
202324,VIAA869012,2,24,30
202324,RCAA81512X,1,3,4
202324,UDAA833018,3,30,23
202324,CNAA81404R,1,14,16
202324,PIAA82501R,2,30,20
202324,NOAA81901T,2,16,12
202324,RMAA812024,5,59,53
202324,CRAA81303Q,1,8,8
202324,CAAA84101Q,6,57,47
202324,SAAA8A4016,3,37,27
202324,BOAA82702L,3,40,29
202324,RMAA8BC04L,1,9,8
202324,CEAA869023,1,11,9
202324,TOAA822015,3,32,21
202324,AGAA826044,3,25,24
202324,FOAA817029,2,18,27
202324,AGAA861018,6,58,48
202324,RMAA8GP03X,1,9,7
202324,PGAA85102N,3,26,31
202324,TOAA83802Q,1,16,7
202324,ENAA06202V,1,1,3
202324,LIAA82301B,3,41,32
202324,FIAA85001P,3,32,28
202324,AQAA83407L,1,10,5
202324,CRAA82306D,2,26,21
202324,CAAA8AE028,2,25,25
202324,TSAA80201E,4,34,47
202324,CTAA86707V,2,19,16
202324,TEAA82507A,5,53,54
202324,ISAA83201P,6,58,55
202324,POAA81902Q,1,6,15
202324,MTAA81106V,2,18,21
202324,CEAA8AY026,2,12,12
202324,ENAA817031,4,37,44
202324,SSAA80203G,1,9,6
202324,VRAA857036,4,25,19
202324,RMAA838028,8,69,83
202324,LEAA89602V,4,50,35
202324,RCAA847031,2,17,20
202324,BSAA899025,1,10,17
202324,BAAA895017,3,39,32
202324,SSAA846017,4,33,44
202324,BAAA82101N,3,29,37
202324,TOAA81802E,2,14,25
202324,CRAA82305C,2,11,19
202324,RMAA8A002C,1,11,11
202324,NUAA841029,1,12,18
202324,NAAA8FP018,3,29,22
202324,LIAA820021,2,22,21
202324,AQAA83305P,1,10,10
202324,BAAA833021,4,46,35
202324,TRAA82203A,2,20,14
202324,BOAA860039,1,12,9
202324,VEAA816016,3,38,27
202324,PRAA81002C,1,8,5
202324,MEAA842013,4,34,31
202324,ORAA810047,4,47,41
202324,CSAA852094,1,6,5
202324,RMAA826011,3,32,31
202324,TOAA84604R,2,18,17
202324,PSAA82005N,1,10,5
202324,SRAA801027,3,22,31
202324,TOAA814016,2,16,7
202324,RMAA89404P,5,38,30
202324,VRAA89802B,3,33,27
202324,PGAA842041,1,9,13
202324,FGAA87301P,5,50,52
202324,CZAA82403D,1,13,8
202324,SVAA80605P,2,18,20
202324,MBAA87001B,6,68,77
202324,BGAA88101A,9,97,84
202324,BAAA83103A,1,14,12
202324,TSAA80701N,1,11,9
202324,FRAA85401A,12,122,106
202324,MOAA807029,1,10,5
202324,APAA83502L,6,75,58
202324,MIAA8GG019,7,59,72
202324,MEAA849063,1,11,6
202324,BIAA802067,2,12,14
202324,VVAA817031,3,35,30
202324,LTAA804044,2,21,19
202324,VRAA84702E,3,42,36
202324,TSAA820025,1,7,10
202324,BRAA81004C,2,13,11
202324,FIAA87701P,3,33,35
202324,CZAA85912V,2,13,14
202324,MNAA80702L,5,50,49
202324,BAAA8AA024,2,27,23
202324,SSAA842021,4,35,30
202324,SAAA8AQ09T,1,9,5
202324,CHAA82003X,2,23,13
202324,CEAA846019,11,105,94
202324,RCAA812032,1,4,1
202324,VBAA804014,1,11,13
202324,SOAA81201D,4,46,47
202324,FRAA82301P,3,31,38
202324,RNAA81301R,1,11,8
202324,NOAA81403R,2,31,17
202324,ATAA80502L,2,14,14
202324,IMAA80205T,1,5,7
202324,MIAA8CG01V,3,40,25
202324,ATAA81402B,1,10,10
202324,UDAA821023,2,9,15
202324,ANAA843021,4,36,44
202324,PZAA82106A,1,7,3
202324,BGAA87202L,1,12,12
202324,FRAA85101V,2,17,13
202324,LUAA82602A,1,2,3
202324,TEAA819062,2,13,16
202324,BSAA850017,3,30,32
202324,FRAA82304T,2,21,21
202324,TOAA8AB01E,2,13,20
202324,PGAA867038,1,14,14
202324,ATAA80504P,2,17,18
202324,BRAA80802A,4,37,37
202324,PZAA878099,2,19,19
202324,MEAA899031,2,19,8
202324,TAAA844013,6,66,56
202324,MNAA80501X,4,54,48
202324,FRAA86106P,2,16,21
202324,LTAA80202A,1,12,14
202324,CHAA810017,4,43,50
202324,PGAA83402X,6,66,72
202324,LTAA833022,1,9,10
202324,PAAA854057,2,11,19
202324,LIAA81404Q,4,45,42
202324,VVAA836018,3,25,23
202324,REAA85101Q,4,48,47
202324,VEAA84201P,2,20,25
202324,SAAA8BR01X,2,18,13
202324,ENAA81702X,3,21,24
202324,ALAA81805R,2,19,21
202324,BSAA87001C,2,17,13
202324,FRAA83101N,2,20,23
202324,FEAA82601E,3,33,33
202324,PTAA80604D,1,8,10
202324,PIAA81302G,1,12,12
202324,TSAA817018,3,6,4
202324,CZAA86402V,6,73,52
202324,CTAA8A0084,3,16,31
202324,NAAA87902G,2,23,16
202324,RCAA86903T,6,52,73
202324,VEAA859025,1,16,30
202324,SAAA8AV056,1,2,5
202324,CHAA817056,1,12,4
202324,NUAA87801V,3,25,29
202324,LCAA813018,1,8,7
202324,LTAA841021,3,45,29
202324,NOAA80702L,1,11,11
202324,RAAA807039,3,36,36
202324,PAAA87101R,2,22,21
202324,SSAA85602V,4,38,41
202324,CTAA852053,2,17,14
202324,BAAA87703Q,3,34,36
202324,VVAA83502D,2,22,16
202324,BNAA85802G,1,13,2
202324,BGAA8AB021,2,27,15
202324,SAAA014039,2,20,15
202324,TAAA873013,9,81,77
202324,BSAA84401X,6,83,60
202324,FEAA82001G,3,26,30
202324,PDAA896022,1,9,8
202324,GRAA82003D,1,9,10
202324,MIAA8AR02V,3,28,31
202324,FIAA81903R,2,21,15
202324,RMAA30901V,8,62,61
202324,PSAA80902Q,2,12,15
202324,RCAA86403P,4,49,37
202324,FGAA84302X,3,26,35
202324,MOAA03604C,9,91,85
202324,CHAA81305V,3,39,32
202324,NAAA22018L,3,30,28
202324,CTAA04809L,4,42,34
202324,SPAA801011,1,10,4
202324,PGAA84202V,3,39,36
202324,CLAA82303X,6,57,45
202324,NOAA804069,1,4,6
202324,SSAA85203L,3,21,21
202324,AVAA84602D,1,11,9
202324,RGAA02603R,3,24,25
202324,AVAA87501C,3,23,19
202324,UDAA85301D,2,29,23
202324,PAAA81404Q,2,28,9
202324,BSAA8AK02D,2,24,16
202324,SAAA89203D,2,17,17
202324,POAA812021,4,50,44
202324,BNAA855046,2,15,17
202324,BLAA81802E,3,37,22
202324,NAAA8GE017,11,105,101
202324,SRAA851039,4,37,27
202324,FEAA81703T,4,35,30
202324,FIAA825012,6,78,65
202324,LEAA851018,2,27,24
202324,MIAA86701P,8,85,69
202324,MCAA81004D,3,43,27
202324,TPAA82602B,1,12,8
202324,MOAA84301B,3,30,33
202324,RCAA87404A,2,24,15
202324,MEAA885077,2,17,12
202324,ORAA80602D,2,25,19
202324,BSAA835015,4,45,51
202324,FRAA812029,2,18,18
202324,CSAA892016,3,32,30
202324,VIAA88703N,1,6,5
202324,VRAA86902B,3,31,22
202324,AQAA815033,2,16,12
202324,UDAA81102C,2,17,21
202324,AVAA84104C,4,43,34
202324,PSAA83401B,5,49,55
202324,CAAA882012,1,11,10
202324,SSAA825016,1,13,12
202324,BOAA86801T,8,102,77
202324,SAAA86901A,3,27,27
202324,PNAA82801R,4,46,39
202324,CEAA8A8015,2,16,11
202324,BNAA854028,4,40,45
202324,ROAA814019,3,41,32
202324,BIAA81904E,1,11,8
202324,CBAA83602X,3,23,16
202324,TEAA81904X,2,27,17
202324,SAAA8BH058,2,7,17
202324,ALAA829013,6,77,68
202324,LEAA860035,6,68,63
202324,PVAA83101N,6,71,66
202324,MIAA85501C,8,97,86
202324,BOAA17202C,6,71,52
202324,NAAA8AP028,2,26,28
202324,BNAA838019,5,36,24
202324,NAAA8ES01E,3,27,25
202324,ANAA83101N,5,50,43
202324,ARAA83601L,3,35,25
202324,AQAA02601C,2,14,18
