id_voto,id_studente,id_docente,materia,voto
VOT4265,STU1706,DOC0091,Educazione Fisica,4
VOT4266,STU1706,DOC0091,Educazione Fisica,6
VOT4267,STU1706,DOC0092,Matematica,3
VOT4268,STU1706,DOC0092,Matematica,8
VOT4269,STU1707,DOC0095,Italiano,7
VOT4270,STU1707,DOC0095,Italiano,6
VOT4271,STU1708,DOC0095,Italiano,6
VOT4272,STU1708,DOC0095,Italiano,9
VOT4273,STU1709,DOC0095,Italiano,7
VOT4274,STU1709,DOC0095,Italiano,8
VOT4275,STU1710,DOC0095,Italiano,7
VOT4276,STU1710,DOC0095,Italiano,6
VOT4277,STU1711,DOC0095,Italiano,5
VOT4278,STU1711,DOC0095,Italiano,7
VOT4279,STU1712,DOC0095,Italiano,6
VOT4280,STU1712,DOC0095,Italiano,7
VOT4281,STU1713,DOC0095,Italiano,8
VOT4282,STU1713,DOC0095,Italiano,6
VOT4283,STU1714,DOC0095,Italiano,8
VOT4284,STU1714,DOC0095,Italiano,7
VOT4285,STU1715,DOC0095,Italiano,8
VOT4286,STU1715,DOC0095,Italiano,7
VOT4287,STU1716,DOC0095,Italiano,5
VOT4288,STU1716,DOC0095,Italiano,8
VOT4289,STU1717,DOC0095,Italiano,3
VOT4290,STU1717,DOC0095,Italiano,8
VOT4291,STU1718,DOC0095,Italiano,6
VOT4292,STU1718,DOC0095,Italiano,6
VOT4293,STU1719,DOC0103,Scienze,7
VOT4294,STU1719,DOC0103,Scienze,4
VOT4295,STU1719,DOC0104,Educazione Fisica,5
VOT4296,STU1719,DOC0104,Educazione Fisica,6
VOT4297,STU1720,DOC0103,Scienze,8
VOT4298,STU1720,DOC0103,Scienze,4
VOT4299,STU1720,DOC0104,Educazione Fisica,4
VOT4300,STU1720,DOC0104,Educazione Fisica,5
VOT4301,STU1721,DOC0103,Scienze,6
VOT4302,STU1721,DOC0103,Scienze,7
VOT4303,STU1721,DOC0104,Educazione Fisica,9
VOT4304,STU1721,DOC0104,Educazione Fisica,5
VOT4305,STU1722,DOC0103,Scienze,4
VOT4306,STU1722,DOC0103,Scienze,6
VOT4307,STU1722,DOC0104,Educazione Fisica,6
VOT4308,STU1722,DOC0104,Educazione Fisica,6
VOT4309,STU1723,DOC0103,Scienze,6
VOT4310,STU1723,DOC0103,Scienze,4
VOT4311,STU1723,DOC0104,Educazione Fisica,7
VOT4312,STU1723,DOC0104,Educazione Fisica,7
VOT4313,STU1724,DOC0103,Scienze,5
VOT4314,STU1724,DOC0103,Scienze,6
VOT4315,STU1724,DOC0104,Educazione Fisica,10
VOT4316,STU1724,DOC0104,Educazione Fisica,9
VOT4317,STU1725,DOC0103,Scienze,7
VOT4318,STU1725,DOC0103,Scienze,4
VOT4319,STU1725,DOC0104,Educazione Fisica,4
VOT4320,STU1725,DOC0104,Educazione Fisica,8
VOT4321,STU1726,DOC0103,Scienze,9
VOT4322,STU1726,DOC0103,Scienze,7
VOT4323,STU1726,DOC0104,Educazione Fisica,4
VOT4324,STU1726,DOC0104,Educazione Fisica,6
VOT4325,STU1727,DOC0103,Scienze,7
VOT4326,STU1727,DOC0103,Scienze,5
VOT4327,STU1727,DOC0104,Educazione Fisica,7
VOT4328,STU1727,DOC0104,Educazione Fisica,4
VOT4329,STU1728,DOC0103,Scienze,9
VOT4330,STU1728,DOC0103,Scienze,7
VOT4331,STU1728,DOC0104,Educazione Fisica,7
VOT4332,STU1728,DOC0104,Educazione Fisica,7
VOT4333,STU1729,DOC0103,Scienze,8
VOT4334,STU1729,DOC0103,Scienze,5
VOT4335,STU1729,DOC0104,Educazione Fisica,6
VOT4336,STU1729,DOC0104,Educazione Fisica,7
VOT4337,STU1730,DOC0103,Scienze,6
VOT4338,STU1730,DOC0103,Scienze,8
VOT4339,STU1730,DOC0104,Educazione Fisica,6
VOT4340,STU1730,DOC0104,Educazione Fisica,5
VOT4341,STU1731,DOC0103,Scienze,4
VOT4342,STU1731,DOC0103,Scienze,6
VOT4343,STU1731,DOC0104,Educazione Fisica,7
VOT4344,STU1731,DOC0104,Educazione Fisica,6
VOT4345,STU1732,DOC0103,Scienze,3
VOT4346,STU1732,DOC0103,Scienze,6
VOT4347,STU1732,DOC0104,Educazione Fisica,6
VOT4348,STU1732,DOC0104,Educazione Fisica,7
VOT4349,STU1733,DOC0103,Scienze,7
VOT4350,STU1733,DOC0103,Scienze,7
VOT4351,STU1733,DOC0104,Educazione Fisica,6
VOT4352,STU1733,DOC0104,Educazione Fisica,8
VOT4353,STU1734,DOC0103,Scienze,6
VOT4354,STU1734,DOC0103,Scienze,7
VOT4355,STU1734,DOC0104,Educazione Fisica,6
VOT4356,STU1734,DOC0104,Educazione Fisica,8
VOT4357,STU1735,DOC0103,Scienze,5
VOT4358,STU1735,DOC0103,Scienze,6
VOT4359,STU1735,DOC0104,Educazione Fisica,6
VOT4360,STU1735,DOC0104,Educazione Fisica,5
VOT4361,STU1736,DOC0103,Scienze,4
VOT4362,STU1736,DOC0103,Scienze,9
VOT4363,STU1736,DOC0104,Educazione Fisica,5
VOT4364,STU1736,DOC0104,Educazione Fisica,6
VOT4365,STU1772,DOC0104,Educazione Fisica,9
VOT4366,STU1772,DOC0104,Educazione Fisica,7
VOT4367,STU1773,DOC0104,Educazione Fisica,4
VOT4368,STU1773,DOC0104,Educazione Fisica,6
VOT4369,STU1774,DOC0104,Educazione Fisica,5
VOT4370,STU1774,DOC0104,Educazione Fisica,7
VOT4371,STU1775,DOC0104,Educazione Fisica,6
VOT4372,STU1775,DOC0104,Educazione Fisica,6
VOT4373,STU1776,DOC0104,Educazione Fisica,6
VOT4374,STU1776,DOC0104,Educazione Fisica,9
VOT4375,STU1777,DOC0104,Educazione Fisica,6
VOT4376,STU1777,DOC0104,Educazione Fisica,6
VOT4377,STU1778,DOC0104,Educazione Fisica,6
VOT4378,STU1778,DOC0104,Educazione Fisica,8
VOT4379,STU1779,DOC0104,Educazione Fisica,6
VOT4380,STU1779,DOC0104,Educazione Fisica,6
VOT4381,STU1780,DOC0104,Educazione Fisica,9
VOT4382,STU1780,DOC0104,Educazione Fisica,8
VOT4383,STU1781,DOC0104,Educazione Fisica,6
VOT4384,STU1781,DOC0104,Educazione Fisica,5
VOT4385,STU1782,DOC0104,Educazione Fisica,7
VOT4386,STU1782,DOC0104,Educazione Fisica,7
VOT4387,STU1783,DOC0104,Educazione Fisica,7
VOT4388,STU1783,DOC0104,Educazione Fisica,6
VOT4389,STU1784,DOC0104,Educazione Fisica,4
VOT4390,STU1784,DOC0104,Educazione Fisica,6
VOT4391,STU1785,DOC0104,Educazione Fisica,8
VOT4392,STU1785,DOC0104,Educazione Fisica,7
VOT4393,STU1786,DOC0104,Educazione Fisica,8
VOT4394,STU1786,DOC0104,Educazione Fisica,6
VOT4395,STU1787,DOC0104,Educazione Fisica,9
VOT4396,STU1787,DOC0104,Educazione Fisica,9
VOT4397,STU1788,DOC0104,Educazione Fisica,5
VOT4398,STU1788,DOC0104,Educazione Fisica,6
VOT4399,STU1789,DOC0105,Matematica,6
VOT4400,STU1789,DOC0105,Matematica,7
VOT4401,STU1790,DOC0105,Matematica,8
VOT4402,STU1790,DOC0105,Matematica,8
VOT4403,STU1791,DOC0105,Matematica,6
VOT4404,STU1791,DOC0105,Matematica,6
VOT4405,STU1792,DOC0105,Matematica,7
VOT4406,STU1792,DOC0105,Matematica,7
VOT4407,STU1793,DOC0105,Matematica,7
VOT4408,STU1793,DOC0105,Matematica,8
VOT4409,STU1794,DOC0105,Matematica,4
VOT4410,STU1794,DOC0105,Matematica,8
VOT4411,STU1795,DOC0105,Matematica,5
VOT4412,STU1795,DOC0105,Matematica,4
VOT4413,STU1796,DOC0105,Matematica,7
VOT4414,STU1796,DOC0105,Matematica,8
VOT4415,STU1797,DOC0105,Matematica,6
VOT4416,STU1797,DOC0105,Matematica,7
VOT4417,STU1798,DOC0105,Matematica,5
VOT4418,STU1798,DOC0105,Matematica,6
VOT4419,STU1799,DOC0105,Matematica,4
VOT4420,STU1799,DOC0105,Matematica,8
VOT4421,STU1800,DOC0105,Matematica,5
VOT4422,STU1800,DOC0105,Matematica,8
VOT4423,STU1801,DOC0105,Matematica,7
VOT4424,STU1801,DOC0105,Matematica,4
VOT4425,STU1802,DOC0105,Matematica,4
VOT4426,STU1802,DOC0105,Matematica,7
VOT4427,STU1803,DOC0105,Matematica,3
VOT4428,STU1803,DOC0105,Matematica,6
VOT4429,STU1804,DOC0105,Matematica,8
VOT4430,STU1804,DOC0105,Matematica,6
VOT4431,STU1805,DOC0105,Matematica,10
VOT4432,STU1805,DOC0105,Matematica,7
VOT4433,STU1806,DOC0105,Matematica,8
VOT4434,STU1806,DOC0105,Matematica,8
VOT4435,STU1807,DOC0105,Matematica,5
VOT4436,STU1807,DOC0105,Matematica,5
VOT4437,STU1936,DOC0096,Matematica,6
VOT4438,STU1936,DOC0096,Matematica,6
VOT4439,STU1937,DOC0096,Matematica,8
VOT4440,STU1937,DOC0096,Matematica,8
VOT4441,STU1938,DOC0096,Matematica,8
VOT4442,STU1938,DOC0096,Matematica,6
VOT4443,STU1939,DOC0096,Matematica,7
VOT4444,STU1939,DOC0096,Matematica,7
VOT4445,STU1940,DOC0096,Matematica,8
VOT4446,STU1940,DOC0096,Matematica,7
VOT4447,STU1941,DOC0096,Matematica,7
VOT4448,STU1941,DOC0096,Matematica,6
VOT4449,STU1942,DOC0096,Matematica,5
VOT4450,STU1942,DOC0096,Matematica,10
VOT4451,STU1943,DOC0096,Matematica,8
VOT4452,STU1943,DOC0096,Matematica,7
VOT4453,STU1944,DOC0096,Matematica,8
VOT4454,STU1944,DOC0096,Matematica,6
VOT4455,STU1945,DOC0096,Matematica,6
VOT4456,STU1945,DOC0096,Matematica,7
VOT4457,STU1946,DOC0096,Matematica,5
VOT4458,STU1946,DOC0096,Matematica,7
VOT4459,STU1947,DOC0096,Matematica,8
VOT4460,STU1947,DOC0096,Matematica,6
VOT4461,STU1948,DOC0096,Matematica,7
VOT4462,STU1948,DOC0096,Matematica,8
VOT4463,STU1949,DOC0096,Matematica,6
VOT4464,STU1949,DOC0096,Matematica,5
VOT4465,STU1950,DOC0096,Matematica,6
VOT4466,STU1950,DOC0096,Matematica,5
VOT4467,STU1951,DOC0096,Matematica,4
VOT4468,STU1951,DOC0096,Matematica,6
VOT4469,STU1952,DOC0096,Matematica,5
VOT4470,STU1952,DOC0096,Matematica,7
VOT4471,STU1953,DOC0096,Matematica,7
VOT4472,STU1953,DOC0096,Matematica,6
VOT4473,STU1954,DOC0106,Matematica,5
VOT4474,STU1954,DOC0106,Matematica,4
VOT4475,STU1955,DOC0106,Matematica,8
VOT4476,STU1955,DOC0106,Matematica,7
VOT4477,STU1956,DOC0106,Matematica,7
VOT4478,STU1956,DOC0106,Matematica,8
VOT4479,STU1957,DOC0106,Matematica,6
VOT4480,STU1957,DOC0106,Matematica,8
VOT4481,STU1958,DOC0106,Matematica,7
VOT4482,STU1958,DOC0106,Matematica,7
VOT4483,STU1959,DOC0106,Matematica,4
VOT4484,STU1959,DOC0106,Matematica,6
VOT4485,STU1960,DOC0106,Matematica,7
VOT4486,STU1960,DOC0106,Matematica,7
VOT4487,STU1961,DOC0106,Matematica,7
VOT4488,STU1961,DOC0106,Matematica,3
VOT4489,STU1962,DOC0106,Matematica,7
VOT4490,STU1962,DOC0106,Matematica,7
VOT4491,STU1963,DOC0106,Matematica,6
VOT4492,STU1963,DOC0106,Matematica,4
VOT4493,STU1964,DOC0106,Matematica,8
VOT4494,STU1964,DOC0106,Matematica,8
VOT4495,STU1965,DOC0106,Matematica,8
VOT4496,STU1965,DOC0106,Matematica,7
VOT4497,STU1966,DOC0106,Matematica,7
VOT4498,STU1966,DOC0106,Matematica,8
VOT4499,STU1967,DOC0106,Matematica,8
VOT4500,STU1967,DOC0106,Matematica,6
VOT4501,STU1968,DOC0106,Matematica,7
VOT4502,STU1968,DOC0106,Matematica,8
VOT4503,STU1969,DOC0106,Matematica,5
VOT4504,STU1969,DOC0106,Matematica,9
VOT4505,STU1970,DOC0106,Matematica,7
VOT4506,STU1970,DOC0106,Matematica,7
VOT4507,STU2060,DOC0107,Scienze,8
VOT4508,STU2060,DOC0107,Scienze,6
VOT4509,STU2061,DOC0107,Scienze,7
VOT4510,STU2061,DOC0107,Scienze,7
VOT4511,STU2062,DOC0107,Scienze,6
VOT4512,STU2062,DOC0107,Scienze,6
VOT4513,STU2063,DOC0107,Scienze,6
VOT4514,STU2063,DOC0107,Scienze,5
VOT4515,STU2064,DOC0107,Scienze,5
VOT4516,STU2064,DOC0107,Scienze,6
VOT4517,STU2065,DOC0107,Scienze,3
VOT4518,STU2065,DOC0107,Scienze,8
VOT4519,STU2066,DOC0107,Scienze,6
VOT4520,STU2066,DOC0107,Scienze,7
VOT4521,STU2067,DOC0107,Scienze,8
VOT4522,STU2067,DOC0107,Scienze,5
VOT4523,STU2068,DOC0107,Scienze,7
VOT4524,STU2068,DOC0107,Scienze,8
VOT4525,STU2069,DOC0107,Scienze,6
VOT4526,STU2069,DOC0107,Scienze,8
VOT4527,STU2070,DOC0107,Scienze,6
VOT4528,STU2070,DOC0107,Scienze,7
VOT4529,STU2071,DOC0107,Scienze,5
VOT4530,STU2071,DOC0107,Scienze,6
VOT4531,STU2072,DOC0095,Italiano,8
VOT4532,STU2072,DOC0095,Italiano,5
VOT4533,STU2073,DOC0095,Italiano,7
VOT4534,STU2073,DOC0095,Italiano,6
VOT4535,STU2074,DOC0095,Italiano,8
VOT4536,STU2074,DOC0095,Italiano,7
VOT4537,STU2075,DOC0095,Italiano,7
VOT4538,STU2075,DOC0095,Italiano,9
VOT4539,STU2076,DOC0095,Italiano,5
VOT4540,STU2076,DOC0095,Italiano,7
VOT4541,STU2077,DOC0095,Italiano,8
VOT4542,STU2077,DOC0095,Italiano,6
VOT4543,STU2078,DOC0095,Italiano,7
VOT4544,STU2078,DOC0095,Italiano,9
VOT4545,STU2079,DOC0095,Italiano,7
VOT4546,STU2079,DOC0095,Italiano,4
VOT4547,STU2080,DOC0095,Italiano,6
VOT4548,STU2080,DOC0095,Italiano,8
VOT4549,STU2081,DOC0095,Italiano,8
VOT4550,STU2081,DOC0095,Italiano,6
VOT4551,STU2082,DOC0095,Italiano,5
VOT4552,STU2082,DOC0095,Italiano,6
VOT4553,STU2083,DOC0095,Italiano,4
VOT4554,STU2083,DOC0095,Italiano,6
VOT4555,STU2084,DOC0095,Italiano,8
VOT4556,STU2084,DOC0095,Italiano,6
VOT4557,STU2085,DOC0095,Italiano,5
VOT4558,STU2085,DOC0095,Italiano,9
VOT4559,STU2086,DOC0095,Italiano,5
VOT4560,STU2086,DOC0095,Italiano,5
VOT4561,STU2087,DOC0095,Italiano,6
VOT4562,STU2087,DOC0095,Italiano,10
VOT4563,STU2088,DOC0095,Italiano,5
VOT4564,STU2088,DOC0095,Italiano,7
VOT4565,STU2089,DOC0095,Italiano,7
VOT4566,STU2089,DOC0095,Italiano,9
VOT4567,STU2090,DOC0095,Italiano,7
VOT4568,STU2090,DOC0095,Italiano,7
VOT4569,STU2091,DOC0095,Italiano,9
VOT4570,STU2091,DOC0095,Italiano,8
VOT4571,STU2092,DOC0095,Italiano,7
VOT4572,STU2092,DOC0095,Italiano,7
VOT4573,STU2093,DOC0095,Italiano,8
VOT4574,STU2093,DOC0095,Italiano,9
VOT4575,STU2114,DOC0098,Educazione Fisica,7
VOT4576,STU2114,DOC0098,Educazione Fisica,6
VOT4577,STU2114,DOC0100,Scienze,9
VOT4578,STU2114,DOC0100,Scienze,4
VOT4579,STU2115,DOC0098,Educazione Fisica,4
VOT4580,STU2115,DOC0098,Educazione Fisica,8
VOT4581,STU2115,DOC0100,Scienze,6
VOT4582,STU2115,DOC0100,Scienze,5
VOT4583,STU2116,DOC0098,Educazione Fisica,6
VOT4584,STU2116,DOC0098,Educazione Fisica,9
VOT4585,STU2116,DOC0100,Scienze,6
VOT4586,STU2116,DOC0100,Scienze,6
VOT4587,STU2117,DOC0098,Educazione Fisica,10
VOT4588,STU2117,DOC0098,Educazione Fisica,9
VOT4589,STU2117,DOC0100,Scienze,6
VOT4590,STU2117,DOC0100,Scienze,7
VOT4591,STU2118,DOC0098,Educazione Fisica,6
VOT4592,STU2118,DOC0098,Educazione Fisica,8
VOT4593,STU2118,DOC0100,Scienze,4
VOT4594,STU2118,DOC0100,Scienze,8
VOT4595,STU2119,DOC0098,Educazione Fisica,6
VOT4596,STU2119,DOC0098,Educazione Fisica,10
VOT4597,STU2119,DOC0100,Scienze,6
VOT4598,STU2119,DOC0100,Scienze,9
VOT4599,STU2120,DOC0098,Educazione Fisica,5
VOT4600,STU2120,DOC0098,Educazione Fisica,4
VOT4601,STU2120,DOC0100,Scienze,8
VOT4602,STU2120,DOC0100,Scienze,6
VOT4603,STU2121,DOC0098,Educazione Fisica,7
VOT4604,STU2121,DOC0098,Educazione Fisica,5
VOT4605,STU2121,DOC0100,Scienze,6
VOT4606,STU2121,DOC0100,Scienze,8
VOT4607,STU2122,DOC0098,Educazione Fisica,7
VOT4608,STU2122,DOC0098,Educazione Fisica,8
VOT4609,STU2122,DOC0100,Scienze,8
VOT4610,STU2122,DOC0100,Scienze,7
VOT4611,STU2123,DOC0098,Educazione Fisica,4
VOT4612,STU2123,DOC0098,Educazione Fisica,5
VOT4613,STU2123,DOC0100,Scienze,8
VOT4614,STU2123,DOC0100,Scienze,4
VOT4615,STU2124,DOC0098,Educazione Fisica,7
VOT4616,STU2124,DOC0098,Educazione Fisica,6
VOT4617,STU2124,DOC0100,Scienze,6
VOT4618,STU2124,DOC0100,Scienze,7
VOT4619,STU2125,DOC0098,Educazione Fisica,6
VOT4620,STU2125,DOC0098,Educazione Fisica,9
VOT4621,STU2125,DOC0100,Scienze,5
VOT4622,STU2125,DOC0100,Scienze,4
VOT4623,STU2126,DOC0098,Educazione Fisica,7
VOT4624,STU2126,DOC0098,Educazione Fisica,8
VOT4625,STU2126,DOC0100,Scienze,4
VOT4626,STU2126,DOC0100,Scienze,8
VOT4627,STU2127,DOC0098,Educazione Fisica,8
VOT4628,STU2127,DOC0098,Educazione Fisica,9
VOT4629,STU2127,DOC0100,Scienze,7
VOT4630,STU2127,DOC0100,Scienze,7
VOT4631,STU2128,DOC0098,Educazione Fisica,9
VOT4632,STU2128,DOC0098,Educazione Fisica,9
VOT4633,STU2128,DOC0100,Scienze,8
VOT4634,STU2128,DOC0100,Scienze,7
VOT4635,STU2129,DOC0098,Educazione Fisica,7
VOT4636,STU2129,DOC0098,Educazione Fisica,8
VOT4637,STU2129,DOC0100,Scienze,5
VOT4638,STU2129,DOC0100,Scienze,4
VOT4639,STU2130,DOC0098,Educazione Fisica,8
VOT4640,STU2130,DOC0098,Educazione Fisica,7
VOT4641,STU2130,DOC0100,Scienze,8
VOT4642,STU2130,DOC0100,Scienze,6
VOT4643,STU2131,DOC0098,Educazione Fisica,7
VOT4644,STU2131,DOC0098,Educazione Fisica,7
VOT4645,STU2131,DOC0100,Scienze,8
VOT4646,STU2131,DOC0100,Scienze,5
VOT4647,STU2132,DOC0098,Educazione Fisica,9
VOT4648,STU2132,DOC0098,Educazione Fisica,9
VOT4649,STU2132,DOC0100,Scienze,6
VOT4650,STU2132,DOC0100,Scienze,8
VOT4651,STU2133,DOC0098,Educazione Fisica,8
VOT4652,STU2133,DOC0098,Educazione Fisica,6
VOT4653,STU2133,DOC0100,Scienze,6
VOT4654,STU2133,DOC0100,Scienze,6
VOT4655,STU2134,DOC0099,Storia,7
VOT4656,STU2134,DOC0099,Storia,4
VOT4657,STU2135,DOC0099,Storia,6
VOT4658,STU2135,DOC0099,Storia,7
VOT4659,STU2136,DOC0099,Storia,9
VOT4660,STU2136,DOC0099,Storia,7
VOT4661,STU2137,DOC0099,Storia,7
VOT4662,STU2137,DOC0099,Storia,6
VOT4663,STU2138,DOC0099,Storia,8
VOT4664,STU2138,DOC0099,Storia,7
VOT4665,STU2139,DOC0099,Storia,4
VOT4666,STU2139,DOC0099,Storia,6
VOT4667,STU2140,DOC0099,Storia,8
VOT4668,STU2140,DOC0099,Storia,6
VOT4669,STU2141,DOC0099,Storia,7
VOT4670,STU2141,DOC0099,Storia,7
VOT4671,STU2142,DOC0099,Storia,6
VOT4672,STU2142,DOC0099,Storia,7
VOT4673,STU2143,DOC0099,Storia,4
VOT4674,STU2143,DOC0099,Storia,5
VOT4675,STU2144,DOC0099,Storia,8
VOT4676,STU2144,DOC0099,Storia,7
VOT4677,STU2145,DOC0099,Storia,7
VOT4678,STU2145,DOC0099,Storia,4
VOT4679,STU2146,DOC0099,Storia,10
VOT4680,STU2146,DOC0099,Storia,5
VOT4681,STU2147,DOC0099,Storia,3
VOT4682,STU2147,DOC0099,Storia,7
VOT4683,STU2148,DOC0099,Storia,4
VOT4684,STU2148,DOC0099,Storia,7
VOT4685,STU2149,DOC0099,Storia,6
VOT4686,STU2149,DOC0099,Storia,5
VOT4687,STU2150,DOC0099,Storia,5
VOT4688,STU2150,DOC0099,Storia,6
VOT4689,STU2151,DOC0099,Storia,7
VOT4690,STU2151,DOC0099,Storia,6
VOT4691,STU2152,DOC0099,Storia,7
VOT4692,STU2152,DOC0099,Storia,9
VOT4693,STU2153,DOC0093,Scienze,4
VOT4694,STU2153,DOC0093,Scienze,7
VOT4695,STU2153,DOC0094,Storia,7
VOT4696,STU2153,DOC0094,Storia,7
VOT4697,STU2154,DOC0093,Scienze,5
VOT4698,STU2154,DOC0093,Scienze,6
VOT4699,STU2154,DOC0094,Storia,10
VOT4700,STU2154,DOC0094,Storia,10
VOT4701,STU2155,DOC0093,Scienze,5
VOT4702,STU2155,DOC0093,Scienze,7
VOT4703,STU2155,DOC0094,Storia,8
VOT4704,STU2155,DOC0094,Storia,3
VOT4705,STU2156,DOC0093,Scienze,6
VOT4706,STU2156,DOC0093,Scienze,8
VOT4707,STU2156,DOC0094,Storia,7
VOT4708,STU2156,DOC0094,Storia,8
VOT4709,STU2157,DOC0093,Scienze,5
VOT4710,STU2157,DOC0093,Scienze,7
VOT4711,STU2157,DOC0094,Storia,6
VOT4712,STU2157,DOC0094,Storia,4
VOT4713,STU2158,DOC0093,Scienze,6
VOT4714,STU2158,DOC0093,Scienze,6
VOT4715,STU2158,DOC0094,Storia,6
VOT4716,STU2158,DOC0094,Storia,9
VOT4717,STU2159,DOC0093,Scienze,8
VOT4718,STU2159,DOC0093,Scienze,4
VOT4719,STU2159,DOC0094,Storia,6
VOT4720,STU2159,DOC0094,Storia,7
VOT4721,STU2160,DOC0093,Scienze,8
VOT4722,STU2160,DOC0093,Scienze,5
VOT4723,STU2160,DOC0094,Storia,7
VOT4724,STU2160,DOC0094,Storia,10
VOT4725,STU2161,DOC0093,Scienze,7
VOT4726,STU2161,DOC0093,Scienze,8
VOT4727,STU2161,DOC0094,Storia,6
VOT4728,STU2161,DOC0094,Storia,6
VOT4729,STU2162,DOC0093,Scienze,7
VOT4730,STU2162,DOC0093,Scienze,6
VOT4731,STU2162,DOC0094,Storia,7
VOT4732,STU2162,DOC0094,Storia,8
VOT4733,STU2163,DOC0093,Scienze,7
VOT4734,STU2163,DOC0093,Scienze,7
VOT4735,STU2163,DOC0094,Storia,7
VOT4736,STU2163,DOC0094,Storia,7
VOT4737,STU2164,DOC0093,Scienze,10
VOT4738,STU2164,DOC0093,Scienze,9
VOT4739,STU2164,DOC0094,Storia,7
VOT4740,STU2164,DOC0094,Storia,7
VOT4741,STU2165,DOC0093,Scienze,6
VOT4742,STU2165,DOC0093,Scienze,8
VOT4743,STU2165,DOC0094,Storia,6
VOT4744,STU2165,DOC0094,Storia,7
VOT4745,STU2166,DOC0093,Scienze,9
VOT4746,STU2166,DOC0093,Scienze,6
VOT4747,STU2166,DOC0094,Storia,5
VOT4748,STU2166,DOC0094,Storia,6
VOT4749,STU2167,DOC0093,Scienze,7
VOT4750,STU2167,DOC0093,Scienze,7
VOT4751,STU2167,DOC0094,Storia,8
VOT4752,STU2167,DOC0094,Storia,5
VOT4753,STU2168,DOC0093,Scienze,7
VOT4754,STU2168,DOC0093,Scienze,4
VOT4755,STU2168,DOC0094,Storia,6
VOT4756,STU2168,DOC0094,Storia,5
VOT4757,STU2169,DOC0119,Matematica,6
VOT4758,STU2169,DOC0119,Matematica,6
VOT4759,STU2170,DOC0119,Matematica,6
VOT4760,STU2170,DOC0119,Matematica,8
VOT4761,STU2171,DOC0119,Matematica,10
VOT4762,STU2171,DOC0119,Matematica,7
VOT4763,STU2172,DOC0119,Matematica,7
VOT4764,STU2172,DOC0119,Matematica,8
VOT4765,STU2173,DOC0119,Matematica,7
VOT4766,STU2173,DOC0119,Matematica,4
VOT4767,STU2174,DOC0119,Matematica,9
VOT4768,STU2174,DOC0119,Matematica,6
VOT4769,STU2175,DOC0119,Matematica,8
VOT4770,STU2175,DOC0119,Matematica,7
VOT4771,STU2176,DOC0119,Matematica,6
VOT4772,STU2176,DOC0119,Matematica,6
VOT4773,STU2177,DOC0119,Matematica,6
VOT4774,STU2177,DOC0119,Matematica,7
VOT4775,STU2178,DOC0119,Matematica,5
VOT4776,STU2178,DOC0119,Matematica,6
VOT4777,STU2179,DOC0119,Matematica,5
VOT4778,STU2179,DOC0119,Matematica,7
VOT4779,STU2180,DOC0119,Matematica,6
VOT4780,STU2180,DOC0119,Matematica,6
VOT4781,STU2181,DOC0119,Matematica,6
VOT4782,STU2181,DOC0119,Matematica,8
VOT4783,STU2182,DOC0119,Matematica,6
VOT4784,STU2182,DOC0119,Matematica,5
VOT4785,STU2183,DOC0119,Matematica,9
VOT4786,STU2183,DOC0119,Matematica,4
VOT4787,STU2184,DOC0119,Matematica,8
VOT4788,STU2184,DOC0119,Matematica,7
VOT4789,STU2185,DOC0119,Matematica,7
VOT4790,STU2185,DOC0119,Matematica,6
VOT4791,STU2186,DOC0119,Matematica,7
VOT4792,STU2186,DOC0119,Matematica,6
VOT4793,STU2187,DOC0119,Matematica,7
VOT4794,STU2187,DOC0119,Matematica,7
VOT4795,STU2188,DOC0119,Matematica,6
VOT4796,STU2188,DOC0119,Matematica,7
VOT4797,STU2189,DOC0119,Matematica,7
VOT4798,STU2189,DOC0119,Matematica,8
VOT4799,STU2190,DOC0119,Matematica,7
VOT4800,STU2190,DOC0119,Matematica,9
VOT4801,STU2191,DOC0117,Scienze,6
VOT4802,STU2191,DOC0117,Scienze,5
VOT4803,STU2191,DOC0119,Matematica,5
VOT4804,STU2191,DOC0119,Matematica,10
VOT4805,STU2191,DOC0120,Storia,7
VOT4806,STU2191,DOC0120,Storia,7
VOT4807,STU2192,DOC0117,Scienze,7
VOT4808,STU2192,DOC0117,Scienze,7
VOT4809,STU2192,DOC0119,Matematica,7
VOT4810,STU2192,DOC0119,Matematica,8
VOT4811,STU2192,DOC0120,Storia,4
VOT4812,STU2192,DOC0120,Storia,8
VOT4813,STU2193,DOC0117,Scienze,7
VOT4814,STU2193,DOC0117,Scienze,6
VOT4815,STU2193,DOC0119,Matematica,6
VOT4816,STU2193,DOC0119,Matematica,5
VOT4817,STU2193,DOC0120,Storia,7
VOT4818,STU2193,DOC0120,Storia,6
VOT4819,STU2194,DOC0117,Scienze,5
VOT4820,STU2194,DOC0117,Scienze,8
VOT4821,STU2194,DOC0119,Matematica,6
VOT4822,STU2194,DOC0119,Matematica,6
VOT4823,STU2194,DOC0120,Storia,7
VOT4824,STU2194,DOC0120,Storia,5
VOT4825,STU2195,DOC0117,Scienze,8
VOT4826,STU2195,DOC0117,Scienze,9
VOT4827,STU2195,DOC0119,Matematica,5
VOT4828,STU2195,DOC0119,Matematica,6
VOT4829,STU2195,DOC0120,Storia,8
VOT4830,STU2195,DOC0120,Storia,8
VOT4831,STU2196,DOC0117,Scienze,5
