id_studente,materia,voto,id_docente
STU00921,Disegno Tecnico,9.75,DOC0092
STU00922,Italiano,3.25,DOC0095
STU00922,Italiano,2.25,DOC0095
STU00922,Italiano,6.75,DOC0095
STU00922,Matematica,2.75,DOC0095
STU00922,Matematica,5.5,DOC0095
STU00922,Matematica,3.25,DOC0095
STU00922,Inglese,5.75,DOC0084
STU00922,Inglese,3.5,DOC0084
STU00922,Inglese,9.5,DOC0084
STU00922,Fisica,5.75,DOC0001
STU00922,Fisica,8.25,DOC0001
STU00922,Fisica,2.5,DOC0001
STU00922,Scienze,3.75,DOC0028
STU00922,Scienze,1.75,DOC0028
STU00922,Disegno Tecnico,6.75,DOC0092
STU00922,Disegno Tecnico,3.25,DOC0092
STU00922,Disegno Tecnico,8.5,DOC0092
STU00923,Italiano,6.5,DOC0095
STU00923,Italiano,4.25,DOC0095
STU00923,Italiano,8.25,DOC0095
STU00923,Matematica,5.25,DOC0095
STU00923,Matematica,1.75,DOC0095
STU00923,Inglese,3.5,DOC0084
STU00923,Inglese,9.25,DOC0084
STU00923,Inglese,1.5,DOC0084
STU00923,Fisica,9.75,DOC0001
STU00923,Fisica,1.25,DOC0001
STU00923,Fisica,1.25,DOC0001
STU00923,Scienze,3.75,DOC0028
STU00923,Scienze,3.25,DOC0028
STU00923,Scienze,5.25,DOC0028
STU00923,Disegno Tecnico,8.75,DOC0092
STU00923,Disegno Tecnico,4.25,DOC0092
STU00923,Disegno Tecnico,7.25,DOC0092
STU00924,Italiano,4.5,DOC0095
STU00924,Italiano,9.75,DOC0095
STU00924,Matematica,8.25,DOC0095
STU00924,Matematica,1.25,DOC0095
STU00924,Inglese,4.5,DOC0084
STU00924,Inglese,6.5,DOC0084
STU00924,Fisica,9.5,DOC0001
STU00924,Fisica,3.75,DOC0001
STU00924,Scienze,3.75,DOC0028
STU00924,Scienze,8.25,DOC0028
STU00924,Disegno Tecnico,3.75,DOC0092
STU00924,Disegno Tecnico,6.75,DOC0092
STU00924,Disegno Tecnico,6.75,DOC0092
STU00925,Italiano,8.5,DOC0019
STU00925,Italiano,2.25,DOC0019
STU00925,Matematica,1.75,DOC0022
STU00925,Matematica,3.5,DOC0022
STU00925,Matematica,8.25,DOC0022
STU00925,Inglese,4.5,DOC0020
STU00925,Inglese,1.25,DOC0020
STU00925,Fisica,8.25,DOC0082
STU00925,Fisica,3.5,DOC0082
STU00925,Scienze,6.75,DOC0089
STU00925,Scienze,9.25,DOC0089
STU00925,Disegno Tecnico,2.5,DOC0099
STU00925,Disegno Tecnico,7.75,DOC0099
STU00926,Italiano,7.5,DOC0019
STU00926,Italiano,4.5,DOC0019
STU00926,Italiano,8.5,DOC0019
STU00926,Matematica,3.25,DOC0022
STU00926,Matematica,4.75,DOC0022
STU00926,Inglese,3.25,DOC0020
STU00926,Inglese,9.25,DOC0020
STU00926,Fisica,5.5,DOC0082
STU00926,Fisica,3.5,DOC0082
STU00926,Scienze,3.25,DOC0089
STU00926,Scienze,6.5,DOC0089
STU00926,Disegno Tecnico,7.25,DOC0099
STU00926,Disegno Tecnico,6.25,DOC0099
STU00927,Italiano,4.75,DOC0019
STU00927,Italiano,8.25,DOC0019
STU00927,Italiano,2.75,DOC0019
STU00927,Matematica,9.25,DOC0022
STU00927,Matematica,5.5,DOC0022
STU00927,Inglese,5.25,DOC0020
STU00927,Inglese,4.25,DOC0020
STU00927,Inglese,8.75,DOC0020
STU00927,Fisica,4.75,DOC0082
STU00927,Fisica,5.25,DOC0082
STU00927,Fisica,9.5,DOC0082
STU00927,Scienze,1.75,DOC0089
STU00927,Scienze,2.25,DOC0089
STU00927,Disegno Tecnico,3.5,DOC0099
STU00927,Disegno Tecnico,1.75,DOC0099
STU00927,Disegno Tecnico,5.75,DOC0099
STU00928,Italiano,6.5,DOC0019
STU00928,Italiano,2.5,DOC0019
STU00928,Italiano,5.5,DOC0019
STU00928,Matematica,6.5,DOC0022
STU00928,Matematica,5.75,DOC0022
STU00928,Inglese,3.75,DOC0020
STU00928,Inglese,2.5,DOC0020
STU00928,Fisica,7.75,DOC0082
STU00928,Fisica,5.25,DOC0082
STU00928,Scienze,6.5,DOC0089
STU00928,Scienze,7.5,DOC0089
STU00928,Disegno Tecnico,2.75,DOC0099
STU00928,Disegno Tecnico,7.75,DOC0099
STU00929,Italiano,9.5,DOC0019
STU00929,Italiano,6.25,DOC0019
STU00929,Italiano,1.5,DOC0019
STU00929,Matematica,3.25,DOC0022
STU00929,Matematica,5.25,DOC0022
STU00929,Inglese,3.75,DOC0020
STU00929,Inglese,1.25,DOC0020
STU00929,Inglese,8.25,DOC0020
STU00929,Fisica,2.25,DOC0082
STU00929,Fisica,5.25,DOC0082
STU00929,Scienze,4.75,DOC0089
STU00929,Scienze,7.75,DOC0089
STU00929,Disegno Tecnico,8.75,DOC0099
STU00929,Disegno Tecnico,8.5,DOC0099
STU00929,Disegno Tecnico,1.75,DOC0099
STU00930,Italiano,3.5,DOC0019
STU00930,Italiano,8.5,DOC0019
STU00930,Matematica,2.75,DOC0022
STU00930,Matematica,3.25,DOC0022
STU00930,Inglese,7.75,DOC0020
STU00930,Inglese,1.5,DOC0020
STU00930,Inglese,6.75,DOC0020
STU00930,Fisica,9.5,DOC0082
STU00930,Fisica,6.25,DOC0082
STU00930,Fisica,4.75,DOC0082
STU00930,Scienze,4.25,DOC0089
STU00930,Scienze,2.75,DOC0089
STU00930,Scienze,7.5,DOC0089
STU00930,Disegno Tecnico,4.25,DOC0099
STU00930,Disegno Tecnico,9.75,DOC0099
STU00930,Disegno Tecnico,6.25,DOC0099
STU00931,Italiano,2.75,DOC0019
STU00931,Italiano,2.5,DOC0019
STU00931,Matematica,6.5,DOC0022
STU00931,Matematica,7.5,DOC0022
STU00931,Inglese,8.5,DOC0020
STU00931,Inglese,8.25,DOC0020
STU00931,Inglese,1.25,DOC0020
STU00931,Fisica,7.75,DOC0082
STU00931,Fisica,8.5,DOC0082
STU00931,Scienze,5.75,DOC0089
STU00931,Scienze,7.5,DOC0089
STU00931,Scienze,7.5,DOC0089
STU00931,Disegno Tecnico,8.5,DOC0099
STU00931,Disegno Tecnico,2.5,DOC0099
STU00931,Disegno Tecnico,4.5,DOC0099
STU00932,Italiano,5.5,DOC0019
STU00932,Italiano,1.25,DOC0019
STU00932,Matematica,4.5,DOC0022
STU00932,Matematica,6.75,DOC0022
STU00932,Matematica,4.5,DOC0022
STU00932,Inglese,1.75,DOC0020
STU00932,Inglese,7.5,DOC0020
STU00932,Fisica,3.5,DOC0082
STU00932,Fisica,8.25,DOC0082
STU00932,Fisica,2.75,DOC0082
STU00932,Scienze,3.75,DOC0089
STU00932,Scienze,7.25,DOC0089
STU00932,Scienze,6.25,DOC0089
STU00932,Disegno Tecnico,6.75,DOC0099
STU00932,Disegno Tecnico,8.75,DOC0099
STU00933,Italiano,3.75,DOC0019
STU00933,Italiano,3.5,DOC0019
STU00933,Matematica,4.5,DOC0022
STU00933,Matematica,5.25,DOC0022
STU00933,Matematica,2.5,DOC0022
STU00933,Inglese,9.75,DOC0020
STU00933,Inglese,9.75,DOC0020
STU00933,Inglese,6.75,DOC0020
STU00933,Fisica,6.5,DOC0082
STU00933,Fisica,7.75,DOC0082
STU00933,Fisica,7.25,DOC0082
STU00933,Scienze,6.5,DOC0089
STU00933,Scienze,5.75,DOC0089
STU00933,Scienze,4.5,DOC0089
STU00933,Disegno Tecnico,2.5,DOC0099
STU00933,Disegno Tecnico,2.5,DOC0099
STU00933,Disegno Tecnico,4.75,DOC0099
STU00934,Italiano,5.75,DOC0019
STU00934,Italiano,8.5,DOC0019
STU00934,Italiano,4.75,DOC0019
STU00934,Matematica,7.5,DOC0022
STU00934,Matematica,1.75,DOC0022
STU00934,Matematica,9.25,DOC0022
STU00934,Inglese,4.25,DOC0020
STU00934,Inglese,6.75,DOC0020
STU00934,Fisica,3.75,DOC0082
STU00934,Fisica,8.75,DOC0082
STU00934,Fisica,4.75,DOC0082
STU00934,Scienze,2.25,DOC0089
STU00934,Scienze,3.25,DOC0089
STU00934,Scienze,1.75,DOC0089
STU00934,Disegno Tecnico,3.25,DOC0099
STU00934,Disegno Tecnico,3.25,DOC0099
STU00934,Disegno Tecnico,8.25,DOC0099
STU00935,Italiano,4.5,DOC0030
STU00935,Italiano,7.5,DOC0030
STU00935,Italiano,6.5,DOC0030
STU00935,Matematica,3.25,DOC0090
STU00935,Matematica,4.25,DOC0090
STU00935,Inglese,5.5,DOC0079
STU00935,Inglese,7.5,DOC0079
STU00935,Fisica,2.25,DOC0025
STU00935,Fisica,4.75,DOC0025
STU00935,Fisica,1.25,DOC0025
STU00935,Scienze,6.25,DOC0067
STU00935,Scienze,3.25,DOC0067
STU00935,Disegno Tecnico,8.5,DOC0078
STU00935,Disegno Tecnico,7.5,DOC0078
STU00936,Italiano,6.75,DOC0030
STU00936,Italiano,6.75,DOC0030
STU00936,Matematica,1.75,DOC0090
STU00936,Matematica,7.25,DOC0090
STU00936,Matematica,4.25,DOC0090
STU00936,Inglese,6.75,DOC0079
STU00936,Inglese,5.25,DOC0079
STU00936,Inglese,5.75,DOC0079
STU00936,Fisica,7.5,DOC0025
STU00936,Fisica,4.25,DOC0025
STU00936,Fisica,2.25,DOC0025
STU00936,Scienze,1.25,DOC0067
STU00936,Scienze,5.25,DOC0067
STU00936,Scienze,4.5,DOC0067
STU00936,Disegno Tecnico,3.25,DOC0078
STU00936,Disegno Tecnico,4.25,DOC0078
STU00937,Italiano,7.25,DOC0030
STU00937,Italiano,2.25,DOC0030
STU00937,Italiano,5.25,DOC0030
STU00937,Matematica,7.75,DOC0090
STU00937,Matematica,7.75,DOC0090
STU00937,Matematica,1.25,DOC0090
STU00937,Inglese,3.75,DOC0079
STU00937,Inglese,5.5,DOC0079
STU00937,Inglese,1.25,DOC0079
STU00937,Fisica,8.5,DOC0025
STU00937,Fisica,5.25,DOC0025
STU00937,Scienze,5.25,DOC0067
STU00937,Scienze,1.5,DOC0067
STU00937,Scienze,4.5,DOC0067
STU00937,Disegno Tecnico,3.25,DOC0078
STU00937,Disegno Tecnico,9.5,DOC0078
STU00938,Italiano,7.5,DOC0030
STU00938,Italiano,6.25,DOC0030
STU00938,Italiano,8.5,DOC0030
STU00938,Matematica,4.25,DOC0090
STU00938,Matematica,3.75,DOC0090
STU00938,Inglese,4.25,DOC0079
STU00938,Inglese,3.25,DOC0079
STU00938,Fisica,6.5,DOC0025
STU00938,Fisica,2.25,DOC0025
STU00938,Scienze,1.25,DOC0067
STU00938,Scienze,1.25,DOC0067
STU00938,Disegno Tecnico,5.5,DOC0078
STU00938,Disegno Tecnico,8.5,DOC0078
STU00939,Italiano,8.5,DOC0030
STU00939,Italiano,1.5,DOC0030
STU00939,Italiano,7.25,DOC0030
STU00939,Matematica,6.5,DOC0090
STU00939,Matematica,4.75,DOC0090
STU00939,Matematica,1.25,DOC0090
STU00939,Inglese,6.25,DOC0079
STU00939,Inglese,1.25,DOC0079
STU00939,Inglese,3.25,DOC0079
STU00939,Fisica,8.25,DOC0025
STU00939,Fisica,4.25,DOC0025
STU00939,Fisica,4.5,DOC0025
STU00939,Scienze,1.25,DOC0067
STU00939,Scienze,9.5,DOC0067
STU00939,Disegno Tecnico,2.75,DOC0078
STU00939,Disegno Tecnico,1.25,DOC0078
STU00939,Disegno Tecnico,8.75,DOC0078
STU00940,Italiano,5.25,DOC0030
STU00940,Italiano,6.25,DOC0030
STU00940,Matematica,7.5,DOC0090
STU00940,Matematica,9.5,DOC0090
STU00940,Matematica,2.5,DOC0090
STU00940,Inglese,6.5,DOC0079
STU00940,Inglese,7.25,DOC0079
STU00940,Inglese,3.5,DOC0079
STU00940,Fisica,7.5,DOC0025
STU00940,Fisica,9.25,DOC0025
STU00940,Scienze,3.75,DOC0067
STU00940,Scienze,8.75,DOC0067
STU00940,Scienze,3.5,DOC0067
STU00940,Disegno Tecnico,3.25,DOC0078
STU00940,Disegno Tecnico,6.75,DOC0078
STU00941,Italiano,7.5,DOC0030
STU00941,Italiano,9.5,DOC0030
STU00941,Italiano,5.75,DOC0030
STU00941,Matematica,4.5,DOC0090
STU00941,Matematica,4.75,DOC0090
STU00941,Inglese,8.75,DOC0079
STU00941,Inglese,2.25,DOC0079
STU00941,Fisica,3.25,DOC0025
STU00941,Fisica,2.25,DOC0025
STU00941,Scienze,9.5,DOC0067
STU00941,Scienze,9.25,DOC0067
STU00941,Disegno Tecnico,6.75,DOC0078
STU00941,Disegno Tecnico,9.5,DOC0078
STU00942,Italiano,2.5,DOC0030
STU00942,Italiano,1.5,DOC0030
STU00942,Matematica,1.75,DOC0090
STU00942,Matematica,4.75,DOC0090
STU00942,Matematica,3.5,DOC0090
STU00942,Inglese,5.75,DOC0079
STU00942,Inglese,6.25,DOC0079
STU00942,Fisica,2.5,DOC0025
STU00942,Fisica,2.25,DOC0025
STU00942,Fisica,3.25,DOC0025
STU00942,Scienze,7.75,DOC0067
STU00942,Scienze,5.25,DOC0067
STU00942,Scienze,4.75,DOC0067
STU00942,Disegno Tecnico,3.25,DOC0078
STU00942,Disegno Tecnico,1.5,DOC0078
STU00942,Disegno Tecnico,5.25,DOC0078
STU00943,Italiano,6.75,DOC0030
STU00943,Italiano,5.75,DOC0030
STU00943,Italiano,7.25,DOC0030
STU00943,Matematica,1.75,DOC0090
STU00943,Matematica,9.25,DOC0090
STU00943,Inglese,5.5,DOC0079
STU00943,Inglese,5.5,DOC0079
STU00943,Fisica,5.75,DOC0025
STU00943,Fisica,9.5,DOC0025
STU00943,Scienze,1.5,DOC0067
STU00943,Scienze,8.25,DOC0067
STU00943,Scienze,3.25,DOC0067
STU00943,Disegno Tecnico,7.75,DOC0078
STU00943,Disegno Tecnico,6.25,DOC0078
STU00943,Disegno Tecnico,6.25,DOC0078
STU00944,Italiano,3.5,DOC0030
STU00944,Italiano,7.75,DOC0030
STU00944,Italiano,4.25,DOC0030
STU00944,Matematica,7.25,DOC0090
STU00944,Matematica,5.25,DOC0090
STU00944,Matematica,8.5,DOC0090
STU00944,Inglese,6.25,DOC0079
STU00944,Inglese,3.5,DOC0079
STU00944,Inglese,3.25,DOC0079
STU00944,Fisica,2.5,DOC0025
STU00944,Fisica,6.75,DOC0025
STU00944,Fisica,2.25,DOC0025
STU00944,Scienze,1.75,DOC0067
STU00944,Scienze,6.75,DOC0067
STU00944,Disegno Tecnico,3.75,DOC0078
STU00944,Disegno Tecnico,5.25,DOC0078
STU00945,Italiano,4.25,DOC0023
STU00945,Italiano,3.75,DOC0023
STU00945,Italiano,6.5,DOC0023
STU00945,Matematica,4.5,DOC0001
STU00945,Matematica,4.5,DOC0001
STU00945,Matematica,3.75,DOC0001
STU00945,Inglese,3.75,DOC0037
STU00945,Inglese,5.75,DOC0037
STU00945,Inglese,3.25,DOC0037
STU00945,Fisica,7.25,DOC0047
STU00945,Fisica,6.75,DOC0047
STU00945,Fisica,5.75,DOC0047
STU00945,Scienze,9.5,DOC0061
STU00945,Scienze,2.25,DOC0061
STU00945,Disegno Tecnico,2.25,DOC0089
STU00945,Disegno Tecnico,9.25,DOC0089
STU00946,Italiano,3.25,DOC0023
STU00946,Italiano,2.25,DOC0023
STU00946,Matematica,2.25,DOC0001
STU00946,Matematica,2.5,DOC0001
STU00946,Inglese,9.75,DOC0037
STU00946,Inglese,2.75,DOC0037
STU00946,Inglese,6.75,DOC0037
STU00946,Fisica,7.75,DOC0047
STU00946,Fisica,7.75,DOC0047
STU00946,Scienze,7.5,DOC0061
STU00946,Scienze,1.25,DOC0061
STU00946,Scienze,2.75,DOC0061
STU00946,Disegno Tecnico,5.75,DOC0089
STU00946,Disegno Tecnico,9.25,DOC0089
STU00946,Disegno Tecnico,7.5,DOC0089
STU00947,Italiano,1.5,DOC0023
STU00947,Italiano,3.75,DOC0023
STU00947,Matematica,8.75,DOC0001
STU00947,Matematica,9.5,DOC0001
STU00947,Matematica,4.5,DOC0001
STU00947,Inglese,7.75,DOC0037
STU00947,Inglese,7.5,DOC0037
STU00947,Inglese,7.75,DOC0037
STU00947,Fisica,2.75,DOC0047
STU00947,Fisica,7.75,DOC0047
STU00947,Fisica,3.25,DOC0047
STU00947,Scienze,3.25,DOC0061
STU00947,Scienze,3.75,DOC0061
STU00947,Scienze,7.25,DOC0061
STU00947,Disegno Tecnico,2.25,DOC0089
STU00947,Disegno Tecnico,3.25,DOC0089
STU00948,Italiano,3.75,DOC0023
STU00948,Italiano,5.75,DOC0023
STU00948,Italiano,4.25,DOC0023
STU00948,Matematica,8.75,DOC0001
STU00948,Matematica,2.25,DOC0001
STU00948,Matematica,8.75,DOC0001
STU00948,Inglese,3.5,DOC0037
STU00948,Inglese,5.75,DOC0037
STU00948,Inglese,9.25,DOC0037
STU00948,Fisica,9.75,DOC0047
STU00948,Fisica,4.25,DOC0047
STU00948,Scienze,1.25,DOC0061
STU00948,Scienze,7.5,DOC0061
STU00948,Disegno Tecnico,1.75,DOC0089
STU00948,Disegno Tecnico,3.75,DOC0089
STU00948,Disegno Tecnico,1.25,DOC0089
STU00949,Italiano,9.5,DOC0023
STU00949,Italiano,4.75,DOC0023
STU00949,Matematica,4.25,DOC0001
STU00949,Matematica,1.5,DOC0001
STU00949,Matematica,1.5,DOC0001
STU00949,Inglese,5.25,DOC0037
STU00949,Inglese,9.25,DOC0037
STU00949,Fisica,6.75,DOC0047
STU00949,Fisica,3.5,DOC0047
STU00949,Scienze,1.25,DOC0061
STU00949,Scienze,8.5,DOC0061
STU00949,Disegno Tecnico,3.5,DOC0089
STU00949,Disegno Tecnico,7.25,DOC0089
STU00949,Disegno Tecnico,4.25,DOC0089
STU00950,Italiano,9.75,DOC0023
STU00950,Italiano,7.75,DOC0023
STU00950,Matematica,4.5,DOC0001
STU00950,Matematica,7.75,DOC0001
STU00950,Inglese,9.5,DOC0037
STU00950,Inglese,2.75,DOC0037
STU00950,Fisica,3.5,DOC0047
STU00950,Fisica,8.25,DOC0047
STU00950,Fisica,4.5,DOC0047
STU00950,Scienze,2.25,DOC0061
STU00950,Scienze,2.25,DOC0061
STU00950,Scienze,3.75,DOC0061
STU00950,Disegno Tecnico,4.25,DOC0089
STU00950,Disegno Tecnico,3.25,DOC0089
STU00951,Italiano,6.25,DOC0023
STU00951,Italiano,8.75,DOC0023
STU00951,Matematica,9.5,DOC0001
STU00951,Matematica,6.75,DOC0001
STU00951,Inglese,7.5,DOC0037
STU00951,Inglese,8.5,DOC0037
STU00951,Fisica,1.5,DOC0047
STU00951,Fisica,6.75,DOC0047
STU00951,Scienze,1.75,DOC0061
STU00951,Scienze,9.75,DOC0061
STU00951,Disegno Tecnico,5.25,DOC0089
STU00951,Disegno Tecnico,2.75,DOC0089
STU00952,Italiano,2.5,DOC0029
STU00952,Italiano,9.75,DOC0029
STU00952,Italiano,2.5,DOC0029
STU00952,Matematica,9.75,DOC0046
STU00952,Matematica,4.75,DOC0046
STU00952,Matematica,5.5,DOC0046
STU00952,Inglese,3.75,DOC0029
STU00952,Inglese,1.75,DOC0029
STU00952,Inglese,3.75,DOC0029
STU00952,Fisica,7.5,DOC0017
STU00952,Fisica,7.75,DOC0017
STU00952,Fisica,7.25,DOC0017
STU00952,Scienze,2.25,DOC0030
STU00952,Scienze,6.5,DOC0030
STU00952,Scienze,4.5,DOC0030
STU00952,Disegno Tecnico,6.5,DOC0055
STU00952,Disegno Tecnico,4.75,DOC0055
STU00953,Italiano,8.75,DOC0029
STU00953,Italiano,5.25,DOC0029
STU00953,Matematica,8.5,DOC0046
STU00953,Matematica,8.25,DOC0046
STU00953,Inglese,7.75,DOC0029
STU00953,Inglese,5.25,DOC0029
STU00953,Inglese,8.75,DOC0029
STU00953,Fisica,8.25,DOC0017
STU00953,Fisica,9.25,DOC0017
STU00953,Fisica,9.75,DOC0017
STU00953,Scienze,5.75,DOC0030
STU00953,Scienze,8.5,DOC0030
STU00953,Scienze,9.5,DOC0030
STU00953,Disegno Tecnico,7.5,DOC0055
STU00953,Disegno Tecnico,2.75,DOC0055
STU00953,Disegno Tecnico,4.75,DOC0055
STU00954,Italiano,7.5,DOC0029
STU00954,Italiano,4.5,DOC0029
STU00954,Matematica,9.75,DOC0046
STU00954,Matematica,6.25,DOC0046
STU00954,Matematica,7.75,DOC0046
STU00954,Inglese,7.5,DOC0029
STU00954,Inglese,9.25,DOC0029
STU00954,Fisica,5.5,DOC0017
STU00954,Fisica,1.75,DOC0017
STU00954,Fisica,3.75,DOC0017
STU00954,Scienze,1.5,DOC0030
STU00954,Scienze,3.25,DOC0030
STU00954,Scienze,1.25,DOC0030
STU00954,Disegno Tecnico,3.5,DOC0055
STU00954,Disegno Tecnico,1.5,DOC0055
STU00954,Disegno Tecnico,7.5,DOC0055
STU00955,Italiano,9.25,DOC0029
STU00955,Italiano,5.75,DOC0029
STU00955,Matematica,6.75,DOC0046
STU00955,Matematica,2.25,DOC0046
STU00955,Matematica,1.75,DOC0046
STU00955,Inglese,1.5,DOC0029
STU00955,Inglese,8.5,DOC0029
STU00955,Fisica,8.5,DOC0017
STU00955,Fisica,2.75,DOC0017
STU00955,Scienze,7.25,DOC0030
STU00955,Scienze,1.25,DOC0030
STU00955,Scienze,8.5,DOC0030
STU00955,Disegno Tecnico,1.25,DOC0055
STU00955,Disegno Tecnico,4.25,DOC0055
STU00956,Italiano,2.75,DOC0029
STU00956,Italiano,6.75,DOC0029
STU00956,Italiano,4.25,DOC0029
STU00956,Matematica,7.5,DOC0046
STU00956,Matematica,2.75,DOC0046
STU00956,Matematica,5.75,DOC0046
STU00956,Inglese,8.75,DOC0029
STU00956,Inglese,5.5,DOC0029
STU00956,Fisica,1.75,DOC0017
STU00956,Fisica,8.75,DOC0017
STU00956,Fisica,1.75,DOC0017
STU00956,Scienze,9.5,DOC0030
STU00956,Scienze,3.5,DOC0030
STU00956,Disegno Tecnico,1.25,DOC0055
STU00956,Disegno Tecnico,4.5,DOC0055
STU00957,Italiano,4.5,DOC0029
STU00957,Italiano,5.5,DOC0029
STU00957,Matematica,3.75,DOC0046
STU00957,Matematica,1.5,DOC0046
STU00957,Matematica,8.5,DOC0046
STU00957,Inglese,7.75,DOC0029
STU00957,Inglese,7.5,DOC0029
STU00957,Inglese,3.5,DOC0029
STU00957,Fisica,7.25,DOC0017
STU00957,Fisica,3.25,DOC0017
STU00957,Scienze,6.75,DOC0030
STU00957,Scienze,7.5,DOC0030
STU00957,Scienze,3.5,DOC0030
STU00957,Disegno Tecnico,3.25,DOC0055
STU00957,Disegno Tecnico,3.25,DOC0055
STU00957,Disegno Tecnico,1.5,DOC0055
STU00958,Italiano,8.25,DOC0029
STU00958,Italiano,5.5,DOC0029
STU00958,Italiano,5.5,DOC0029
STU00958,Matematica,5.75,DOC0046
STU00958,Matematica,5.75,DOC0046
STU00958,Matematica,6.5,DOC0046
STU00958,Inglese,7.5,DOC0029
STU00958,Inglese,3.25,DOC0029
STU00958,Fisica,9.25,DOC0017
STU00958,Fisica,6.25,DOC0017
STU00958,Scienze,2.25,DOC0030
STU00958,Scienze,5.5,DOC0030
STU00958,Scienze,6.25,DOC0030
STU00958,Disegno Tecnico,3.75,DOC0055
STU00958,Disegno Tecnico,1.25,DOC0055
STU00959,Italiano,2.25,DOC0029
STU00959,Italiano,8.25,DOC0029
STU00959,Matematica,8.5,DOC0046
STU00959,Matematica,3.5,DOC0046
STU00959,Inglese,9.75,DOC0029
STU00959,Inglese,9.75,DOC0029
STU00959,Inglese,4.75,DOC0029
STU00959,Fisica,9.5,DOC0017
STU00959,Fisica,6.75,DOC0017
STU00959,Fisica,6.25,DOC0017
STU00959,Scienze,5.25,DOC0030
STU00959,Scienze,6.25,DOC0030
STU00959,Disegno Tecnico,2.5,DOC0055
STU00959,Disegno Tecnico,2.75,DOC0055
STU00959,Disegno Tecnico,6.5,DOC0055
STU00960,Italiano,4.5,DOC0011
STU00960,Italiano,5.75,DOC0011
STU00960,Italiano,4.25,DOC0011
STU00960,Matematica,4.5,DOC0058
STU00960,Matematica,9.75,DOC0058
STU00960,Matematica,1.25,DOC0058
STU00960,Inglese,2.75,DOC0009
STU00960,Inglese,4.5,DOC0009
STU00960,Fisica,2.75,DOC0008
STU00960,Fisica,4.25,DOC0008
STU00960,Scienze,7.25,DOC0044
STU00960,Scienze,9.5,DOC0044
STU00960,Disegno Tecnico,9.25,DOC0007
STU00960,Disegno Tecnico,6.25,DOC0007
STU00961,Italiano,5.75,DOC0011
STU00961,Italiano,7.25,DOC0011
STU00961,Matematica,2.5,DOC0058
STU00961,Matematica,3.25,DOC0058
STU00961,Matematica,8.75,DOC0058
STU00961,Inglese,7.5,DOC0009
STU00961,Inglese,4.5,DOC0009
STU00961,Inglese,4.5,DOC0009
STU00961,Fisica,2.75,DOC0008
STU00961,Fisica,2.5,DOC0008
STU00961,Scienze,8.25,DOC0044
STU00961,Scienze,5.5,DOC0044
STU00961,Scienze,7.5,DOC0044
STU00961,Disegno Tecnico,8.5,DOC0007
STU00961,Disegno Tecnico,7.25,DOC0007
STU00962,Italiano,5.25,DOC0011
STU00962,Italiano,4.5,DOC0011
STU00962,Matematica,5.5,DOC0058
STU00962,Matematica,7.5,DOC0058
STU00962,Inglese,1.75,DOC0009
STU00962,Inglese,1.75,DOC0009
STU00962,Inglese,1.25,DOC0009
STU00962,Fisica,9.75,DOC0008
STU00962,Fisica,9.5,DOC0008
STU00962,Scienze,4.75,DOC0044
STU00962,Scienze,1.75,DOC0044
STU00962,Scienze,4.75,DOC0044
STU00962,Disegno Tecnico,3.25,DOC0007
STU00962,Disegno Tecnico,2.75,DOC0007
STU00962,Disegno Tecnico,7.75,DOC0007
STU00963,Italiano,5.5,DOC0011
STU00963,Italiano,5.75,DOC0011
STU00963,Matematica,8.75,DOC0058
STU00963,Matematica,6.5,DOC0058
STU00963,Matematica,3.75,DOC0058
STU00963,Inglese,8.5,DOC0009
STU00963,Inglese,6.75,DOC0009
STU00963,Inglese,3.75,DOC0009
STU00963,Fisica,1.25,DOC0008
STU00963,Fisica,3.25,DOC0008
STU00963,Scienze,8.75,DOC0044
STU00963,Scienze,9.75,DOC0044
STU00963,Scienze,2.25,DOC0044
STU00963,Disegno Tecnico,9.75,DOC0007
STU00963,Disegno Tecnico,4.75,DOC0007
STU00963,Disegno Tecnico,8.25,DOC0007
STU00964,Italiano,5.5,DOC0011
STU00964,Italiano,2.5,DOC0011
STU00964,Italiano,4.5,DOC0011
STU00964,Matematica,3.75,DOC0058
STU00964,Matematica,7.75,DOC0058
STU00964,Matematica,2.25,DOC0058
STU00964,Inglese,4.75,DOC0009
STU00964,Inglese,1.25,DOC0009
STU00964,Fisica,7.75,DOC0008
STU00964,Fisica,2.25,DOC0008
STU00964,Fisica,4.75,DOC0008
STU00964,Scienze,9.25,DOC0044
STU00964,Scienze,5.5,DOC0044
STU00964,Scienze,1.25,DOC0044
STU00964,Disegno Tecnico,2.5,DOC0007
STU00964,Disegno Tecnico,8.75,DOC0007
STU00965,Italiano,7.75,DOC0011
STU00965,Italiano,4.25,DOC0011
STU00965,Italiano,6.25,DOC0011
STU00965,Matematica,9.75,DOC0058
STU00965,Matematica,1.75,DOC0058
STU00965,Matematica,8.75,DOC0058
STU00965,Inglese,6.25,DOC0009
STU00965,Inglese,3.75,DOC0009
STU00965,Fisica,1.75,DOC0008
STU00965,Fisica,2.25,DOC0008
STU00965,Fisica,4.75,DOC0008
STU00965,Scienze,1.25,DOC0044
STU00965,Scienze,9.25,DOC0044
STU00965,Disegno Tecnico,5.25,DOC0007
STU00965,Disegno Tecnico,6.5,DOC0007
STU00965,Disegno Tecnico,2.25,DOC0007
STU00966,Italiano,9.5,DOC0011
STU00966,Italiano,9.25,DOC0011
STU00966,Matematica,1.5,DOC0058
